"StartTime","EndTime","EpisodeId","EventId","State","EventType","InjuriesDirect","InjuriesIndirect","DeathsDirect","DeathsIndirect","DamageProperty","DamageCrops","Source","BeginLocation","EndLocation","BeginLat","BeginLon","EndLat","EndLon","EpisodeNarrative","EventNarrative","StormSummary"
"2007-12-15 07:39:00.0000000","2007-12-15 07:40:00.0000000","13138","72610","TEXAS","Tornado","0","0","0","0","12000","0","NWS Storm Survey","WARREN","WARREN","30.6101","-94.411","30.6128","-94.4082","As a cold front moved across the region, a couple of thunderstorms became severe and caused wind damage in Jasper and Tyler County.","A tornado briefly touched down near Warren. Several pine trees were blown down or uprooted, one home had some sheet metal roofing blown off a patio and a fence was blown down.","{""TotalDamages"":12000,""StartTime"":""2007-12-15T07:39:00.0000000Z"",""EndTime"":""2007-12-15T07:40:00.0000000Z"",""Details"":{""Description"":""A tornado briefly touched down near Warren. Several pine trees were blown down or uprooted, one home had some sheet metal roofing blown off a patio and a fence was blown down."",""Location"":""TEXAS""}}"
"2007-12-20 06:30:00.0000000","2007-12-20 06:30:00.0000000","13139","72611","TEXAS","Hail","0","0","0","0","0","0","Public","WIERGATE","WIERGATE","31","-93.67","31","-93.67","Large hail was reported in thunderstorms across southeast Texas.","","{""TotalDamages"":0,""StartTime"":""2007-12-20T06:30:00.0000000Z"",""EndTime"":""2007-12-20T06:30:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""TEXAS""}}"
"2007-12-20 09:15:00.0000000","2007-12-20 09:15:00.0000000","13139","72612","TEXAS","Hail","0","0","0","0","0","0","Public","CENTRAL GARDENS","CENTRAL GARDENS","29.99","-94.02","29.99","-94.02","Large hail was reported in thunderstorms across southeast Texas.","","{""TotalDamages"":0,""StartTime"":""2007-12-20T09:15:00.0000000Z"",""EndTime"":""2007-12-20T09:15:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""TEXAS""}}"
"2007-12-20 09:45:00.0000000","2007-12-20 09:45:00.0000000","13139","72613","TEXAS","Hail","0","0","0","0","0","0","Law Enforcement","BRIDGE CITY","BRIDGE CITY","30.03","-93.85","30.03","-93.85","Large hail was reported in thunderstorms across southeast Texas.","","{""TotalDamages"":0,""StartTime"":""2007-12-20T09:45:00.0000000Z"",""EndTime"":""2007-12-20T09:45:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""TEXAS""}}"
"2007-11-14 12:50:00.0000000","2007-11-14 12:51:00.0000000","11684","64254","KENTUCKY","Thunderstorm Wind","0","0","0","0","1000","0","Emergency Manager","ELKTON","ELKTON","36.82","-87.15","36.82","-87.15","A few severe thunderstorms occurred along a cold front as it swept southeast across western Kentucky.","A large tree was blown down, along with some large tree limbs.","{""TotalDamages"":1000,""StartTime"":""2007-11-14T12:50:00.0000000Z"",""EndTime"":""2007-11-14T12:51:00.0000000Z"",""Details"":{""Description"":""A large tree was blown down, along with some large tree limbs."",""Location"":""KENTUCKY""}}"
"2007-12-23 05:23:00.0000000","2007-12-23 05:23:00.0000000","12947","71555","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","ASOS","MUSKEGON LAKE","MUSKEGON LAKE","43.23","-86.26","43.23","-86.26","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","The Muskegon ASOS recorded a 66 knot wind gust.","{""TotalDamages"":0,""StartTime"":""2007-12-23T05:23:00.0000000Z"",""EndTime"":""2007-12-23T05:23:00.0000000Z"",""Details"":{""Description"":""The Muskegon ASOS recorded a 66 knot wind gust."",""Location"":""MICHIGAN""}}"
"2007-12-23 06:10:00.0000000","2007-12-23 06:10:00.0000000","12947","71564","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","Mesonet","GREENVILLE","GREENVILLE","43.18","-85.25","43.18","-85.25","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A 62 knot wind gust was recorded by a mesonet site in Montcalm county.","{""TotalDamages"":0,""StartTime"":""2007-12-23T06:10:00.0000000Z"",""EndTime"":""2007-12-23T06:10:00.0000000Z"",""Details"":{""Description"":""A 62 knot wind gust was recorded by a mesonet site in Montcalm county."",""Location"":""MICHIGAN""}}"
"2007-12-23 05:40:00.0000000","2007-12-23 05:40:00.0000000","12947","71560","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","NWS Storm Survey","SPRINGFIELD PLACE","SPRINGFIELD PLACE","42.3","-85.23","42.3","-85.23","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A 54 knot wind gust was estimated in Battle Creek.","{""TotalDamages"":0,""StartTime"":""2007-12-23T05:40:00.0000000Z"",""EndTime"":""2007-12-23T05:40:00.0000000Z"",""Details"":{""Description"":""A 54 knot wind gust was estimated in Battle Creek."",""Location"":""MICHIGAN""}}"
"2007-12-13 07:41:00.0000000","2007-12-13 13:40:00.0000000","12536","68747","KENTUCKY","Flood","0","0","0","0","0","0","Department of Highways","WOLF LICK","WOLF LICK","37","-86.94","37.0032","-86.9156","An upper level disturbance produced some heavy rains over parts of east central and south central Kentucky. Flooding resulted, as ground had already been saturated by rains earlier in the week.","Parts of Kentucky Route 1153 were closed due to high water.","{""TotalDamages"":0,""StartTime"":""2007-12-13T07:41:00.0000000Z"",""EndTime"":""2007-12-13T13:40:00.0000000Z"",""Details"":{""Description"":""Parts of Kentucky Route 1153 were closed due to high water."",""Location"":""KENTUCKY""}}"
"2007-12-13 10:50:00.0000000","2007-12-13 16:50:00.0000000","12536","68748","KENTUCKY","Flood","0","0","0","0","0","0","Law Enforcement","NICHOLASVILLE","NICHOLASVILLE","37.9055","-84.5604","37.8787","-84.5631","An upper level disturbance produced some heavy rains over parts of east central and south central Kentucky. Flooding resulted, as ground had already been saturated by rains earlier in the week.","West Blaine and Mackey Pike were closed due to high water.","{""TotalDamages"":0,""StartTime"":""2007-12-13T10:50:00.0000000Z"",""EndTime"":""2007-12-13T16:50:00.0000000Z"",""Details"":{""Description"":""West Blaine and Mackey Pike were closed due to high water."",""Location"":""KENTUCKY""}}"
"2007-12-13 07:41:00.0000000","2007-12-13 13:40:00.0000000","12536","68745","KENTUCKY","Flood","0","0","0","0","0","0","Department of Highways","EDEN","MORGANTOWN","37.2514","-86.7366","37.237","-86.7184","An upper level disturbance produced some heavy rains over parts of east central and south central Kentucky. Flooding resulted, as ground had already been saturated by rains earlier in the week.","Parts of Kentucky Route 403 were closed due to high water.","{""TotalDamages"":0,""StartTime"":""2007-12-13T07:41:00.0000000Z"",""EndTime"":""2007-12-13T13:40:00.0000000Z"",""Details"":{""Description"":""Parts of Kentucky Route 403 were closed due to high water."",""Location"":""KENTUCKY""}}"
"2007-12-13 07:41:00.0000000","2007-12-13 10:40:00.0000000","12536","68746","KENTUCKY","Flood","0","0","0","0","0","0","Department of Highways","HUFF","HUFF","37.2363","-86.3515","37.226","-86.3821","An upper level disturbance produced some heavy rains over parts of east central and south central Kentucky. Flooding resulted, as ground had already been saturated by rains earlier in the week.","Parts of Kentucky Route 655 were closed due to high water.","{""TotalDamages"":0,""StartTime"":""2007-12-13T07:41:00.0000000Z"",""EndTime"":""2007-12-13T10:40:00.0000000Z"",""Details"":{""Description"":""Parts of Kentucky Route 655 were closed due to high water."",""Location"":""KENTUCKY""}}"
"2007-12-23 05:05:00.0000000","2007-12-23 05:05:00.0000000","12947","71553","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","MATTAWAN ARPK","MATTAWAN ARPK","42.21","-85.79","42.21","-85.79","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","An estimated 52 knot wind gust was reported.","{""TotalDamages"":0,""StartTime"":""2007-12-23T05:05:00.0000000Z"",""EndTime"":""2007-12-23T05:05:00.0000000Z"",""Details"":{""Description"":""An estimated 52 knot wind gust was reported."",""Location"":""MICHIGAN""}}"
"2007-12-23 05:14:00.0000000","2007-12-23 05:14:00.0000000","12947","71554","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","ASOS","MUSKEGON LAKE","MUSKEGON LAKE","43.23","-86.26","43.23","-86.26","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","The Muskegon ASOS recorded a 66 knot wind gust.","{""TotalDamages"":0,""StartTime"":""2007-12-23T05:14:00.0000000Z"",""EndTime"":""2007-12-23T05:14:00.0000000Z"",""Details"":{""Description"":""The Muskegon ASOS recorded a 66 knot wind gust."",""Location"":""MICHIGAN""}}"
"2007-12-23 06:10:00.0000000","2007-12-23 06:10:00.0000000","12947","71565","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","NWS Storm Survey","MUSKEGON LAKE","MUSKEGON LAKE","43.23","-86.26","43.23","-86.26","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A 53 knot wind gust was observed in Muskegon.","{""TotalDamages"":0,""StartTime"":""2007-12-23T06:10:00.0000000Z"",""EndTime"":""2007-12-23T06:10:00.0000000Z"",""Details"":{""Description"":""A 53 knot wind gust was observed in Muskegon."",""Location"":""MICHIGAN""}}"
"2007-12-23 05:25:00.0000000","2007-12-23 05:25:00.0000000","12947","71557","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","Trained Spotter","GRAND HAVEN","GRAND HAVEN","43.06","-86.22","43.06","-86.22","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","An estimated 56 knot wind gust was reported by a trained spotter in Ottawa county.","{""TotalDamages"":0,""StartTime"":""2007-12-23T05:25:00.0000000Z"",""EndTime"":""2007-12-23T05:25:00.0000000Z"",""Details"":{""Description"":""An estimated 56 knot wind gust was reported by a trained spotter in Ottawa county."",""Location"":""MICHIGAN""}}"
"2007-12-23 05:33:00.0000000","2007-12-23 05:33:00.0000000","12947","71558","MICHIGAN","Thunderstorm Wind","0","0","0","0","0","0","ASOS","KALAMAZOO","KALAMAZOO","42.27","-85.59","42.27","-85.59","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A 58 knot wind gust was measured at the Kalamazoo airport.","{""TotalDamages"":0,""StartTime"":""2007-12-23T05:33:00.0000000Z"",""EndTime"":""2007-12-23T05:33:00.0000000Z"",""Details"":{""Description"":""A 58 knot wind gust was measured at the Kalamazoo airport."",""Location"":""MICHIGAN""}}"
"2007-12-23 18:30:00.0000000","2007-12-23 21:00:00.0000000","13040","72093","NEW YORK","Flood","0","0","0","0","25000","0","Emergency Manager","EAST SENECA","BUFFALO AIRPARK ARPT","42.825","-78.715","42.8357","-78.7188","A deep low moved into the Great Lakes Region resulting in a dramatic warm-up into the 50s and over an inch of soaking rain. This unleashed snowmelt of the 4 to 7 inch snowpack, with lower elevations of the Niagara Frontier bare by late in the day. Rivers and creeks swelled with three Buffalo area creeks (Cazenovia, Buffalo and Cayuga) going over Flood Stage during the evening of the 23rd. Cazenovia Creek at Ebenezer (Flood Stage 10 feet) crested at 10.8 feet. Cayuga Creek at Lancaster (Flood Stage 8 feet) crested at 8.4 feet. Buffalo Creek at Gardenville (Flood Stage 7 feet) crested at 7.3 feet. Only minor flooding was reported and no significant damage occurred.","","{""TotalDamages"":25000,""StartTime"":""2007-12-23T18:30:00.0000000Z"",""EndTime"":""2007-12-23T21:00:00.0000000Z"",""Details"":{""Description"":"""",""Location"":""NEW YORK""}}"
"2007-12-15 17:30:00.0000000","2007-12-15 23:30:00.0000000","12690","69708","INDIANA","Flood","0","0","0","0","0","0","Law Enforcement","CORYDON","MORVINS LNDG","38.2296","-86.1534","38.0232","-86.126","A warm frontal boundary over the Deep South worked together with an upper level low crossing the lower Ohio Valley to produce heavy rains over south central Indiana. With the ground still saturated by rains over the preceding days, flooding resulted over parts of the area.","Parts of Indiana Highway 11 were closed. There was high water in spots in the town of Corydon.","{""TotalDamages"":0,""StartTime"":""2007-12-15T17:30:00.0000000Z"",""EndTime"":""2007-12-15T23:30:00.0000000Z"",""Details"":{""Description"":""Parts of Indiana Highway 11 were closed. There was high water in spots in the town of Corydon."",""Location"":""INDIANA""}}"
"2007-12-31 01:45:00.0000000","2007-12-31 02:34:00.0000000","12298","67658","HAWAII","Flash Flood","0","0","0","0","0","0","Emergency Manager","WAIKANE","WAIKANE","21.4911","-157.8528","21.4846","-157.8505","An upper trough and a shear line at the surface combined to produce heavy showers over the islands, with Oahu and Molokai seeing the most significant events.","Flash flooding conditions closed Kamehameha Highway near Waikane for a time.","{""TotalDamages"":0,""StartTime"":""2007-12-31T01:45:00.0000000Z"",""EndTime"":""2007-12-31T02:34:00.0000000Z"",""Details"":{""Description"":""Flash flooding conditions closed Kamehameha Highway near Waikane for a time."",""Location"":""HAWAII""}}"
"2007-12-23 06:55:00.0000000","2007-12-23 06:55:00.0000000","12947","71545","MICHIGAN","Thunderstorm Wind","0","0","0","0","5000","0","Law Enforcement","VANTOWN","VANTOWN","42.6","-84.18","42.6","-84.18","A narrow line of rain with embedded thunderstorms just ahead of an arctic cold front produced high wind gusts ranging from 50 to 78 mph.  This resulted in widespread power outages and reports of wind damage across central and southern lower Michigan.","A couple of trees were blown down in Leroy and White Oak.","{""TotalDamages"":5000,""StartTime"":""2007-12-23T06:55:00.0000000Z"",""EndTime"":""2007-12-23T06:55:00.0000000Z"",""Details"":{""Description"":""A couple of trees were blown down in Leroy and White Oak."",""Location"":""MICHIGAN""}}"
